 Moslems were driven from the village during the 43- month Bosnian war and most of their houses were destroyed .,{'MISC': 0.0038339619920000003, 'PER': 0.000370270108752, 'SoftwareSubscription': 0.0001587904271, 'FreightCharge': 0.00015211301945, 'VehiclesGas': 0.0001062735045, 'ORG': 3.797963135e-05, 'LOC': 3.2862523850000004e-05, 'Advertising': 3.004222924e-05, 'OfficeExpense': 2.800074447e-05, 'BankCharges': 1.557649283e-05, 'Meals&Entertainment': 1.34308799e-05, 'Catering': 7.64494353e-06, 'Insurance': 7.075589746e-06, 'Travel&Transportation': 5.91502591e-06, 'SmallEquipment': 4.80908131e-06, 'Unknown': 3.86034393e-06, 'Clothing&Hair&Makeup': 3.456215968e-06, 'Telephone': 2.4708896000000003e-06, 'VehicleRepairs': 1.397599045e-06, 'Postage': 5.6302803e-07}
 Some Moslems began returning to rebuild their properties earlier in the week .,{'PER': 0.28609098197, 'MISC': 0.02155236478, 'Travel&Transportation': 0.02136072498, 'Unknown': 0.0201817846, 'Telephone': 0.01073963695, 'SoftwareSubscription': 0.009581872580000001, 'ORG': 0.008523416318, 'Advertising': 0.00783250214, 'LOC': 0.007721378879999999, 'FreightCharge': 0.0030703280599999995, 'VehiclesGas': 0.0028203668, 'BankCharges': 0.0023264878, 'Insurance': 0.0019091450699999998, 'SmallEquipment': 0.0011539343959999998, 'Meals&Entertainment': 0.0008317202839999999, 'Postage': 0.0006828692379999999, 'OfficeExpense': 0.000551170984, 'VehicleRepairs': 0.00050988209, 'Clothing&Hair&Makeup': 0.000397651706, 'Catering': 0.000220217291}
 Fights and shooting broke out between the Moslems and Serb police on Thursday and NATO troops finally brought restored order .,{'LOC': 0.999451107836, 'MISC': 0.0003527500103649, 'ORG': 5.7022823e-05, 'PER': 4.052861874e-05, 'Advertising': 1.567377524e-05, 'SoftwareSubscription': 1.54114517e-05, 'VehiclesGas': 1.459525807e-05, 'OfficeExpense': 9.001556579999998e-06, 'FreightCharge': 8.17827478e-06, 'SmallEquipment': 5.731112009999999e-06, 'Travel&Transportation': 5.62432553e-06, 'Insurance': 3.4294267347e-06, 'Meals&Entertainment': 3.425969733e-06, 'Catering': 2.746001255e-06, 'Telephone': 2.14590855e-06, 'VehicleRepairs': 1.5546614659999997e-06, 'Postage': 1.545574431e-06, 'Clothing&Hair&Makeup': 1.054690498e-06, 'BankCharges': 7.08054894e-07, 'Unknown': 2.342382677e-07}
 A Reuters reporter who entered Mahala on Saturday morning found it tranquil but NATO troops and U.N. police were seen on the ground and NATO helicopters flew overhead .,{'MISC': 0.0028343153037059996, 'ORG': 0.000714552011967, 'PER': 0.00019517017189, 'LOC': 0.000104717053926, 'Insurance': 7.924533770000001e-05, 'BankCharges': 5.4220584499999995e-05, 'VehiclesGas': 2.560548664e-05, 'Catering': 1.4624934699999999e-05, 'Unknown': 7.01523813e-06, 'VehicleRepairs': 5.4579562e-06, 'Meals&Entertainment': 3.3463448e-06, 'SoftwareSubscription': 2.9018101200000006e-06, 'Advertising': 2.2519180100000003e-06, 'FreightCharge': 1.85065456e-06, 'SmallEquipment': 1.538028425e-06, 'Clothing&Hair&Makeup': 1.0958721799999998e-06, 'OfficeExpense': 9.9125692e-07, 'Postage': 8.69132055e-07, 'Telephone': 7.6104076e-07, 'Travel&Transportation': 4.81312849e-07}
 Chechens exuberant but cautious on peace deal .,{'MISC': 0.008679244738194699, 'ORG': 0.000388924828852, 'PER': 0.000244568453156, 'LOC': 5.4676481227000004e-05, 'BankCharges': 2.77333744e-05, 'Insurance': 2.5595494689999997e-05, 'Unknown': 1.0993267339999999e-05, 'SoftwareSubscription': 6.5129091030000005e-06, 'VehiclesGas': 3.7943519e-06, 'Catering': 3.3525299299999996e-06, 'Meals&Entertainment': 2.8028813700000003e-06, 'Advertising': 2.62407484e-06, 'SmallEquipment': 1.760035804e-06, 'VehicleRepairs': 1.1501744539999999e-06, 'FreightCharge': 1.0570734700000001e-06, 'OfficeExpense': 8.42933705e-07, 'Postage': 6.92905e-07, 'Clothing&Hair&Makeup': 5.41769566e-07, 'Telephone': 5.268009e-07, 'Travel&Transportation': 3.356971325e-07}
 Liutauras Stremaitis,{'PER': 0.9898870788, 'MISC': 0.009211378159999999, 'LOC': 0.000525557271, 'ORG': 0.00015125064300000002, 'SoftwareSubscription': 6.63134963e-05, 'Advertising': 5.298614474e-05, 'BankCharges': 1.8996893499999997e-05, 'VehiclesGas': 1.4033934100000003e-05, 'OfficeExpense': 1.339233907e-05, 'Travel&Transportation': 8.44783212e-06, 'Telephone': 7.91982717e-06, 'Unknown': 4.5078666e-06, 'FreightCharge': 4.42088166e-06, 'Clothing&Hair&Makeup': 3.7688616999999996e-06, 'Meals&Entertainment': 3.7541095e-06, 'SmallEquipment': 3.62577567e-06, 'Catering': 3.45258759e-06, 'Insurance': 2.4886339700000004e-06, 'Postage': 2.1959664599999997e-06, 'VehicleRepairs': 1.3604680640000001e-06}
 URUS-MARTAN , Russia 1996-08-31,{'MISC': 0.00073564367245, 'PER': 0.00026447777350000005, 'SoftwareSubscription': 5.749989174e-05, 'Insurance': 5.576122987e-05, 'ORG': 5.2655458091e-05, 'Catering': 4.8191626000000006e-05, 'LOC': 3.658390751e-05, 'BankCharges': 3.537316110000001e-05, 'VehiclesGas': 2.1265035e-05, 'Meals&Entertainment': 1.6795985999999998e-05, 'OfficeExpense': 9.0204129e-06, 'Unknown': 7.67246921e-06, 'FreightCharge': 6.8752909e-06, 'SmallEquipment': 5.81068819e-06, 'Advertising': 3.76396982e-06, 'VehicleRepairs': 3.52286912e-06, 'Clothing&Hair&Makeup': 2.40730642e-06, 'Postage': 2.06560206e-06, 'Telephone': 1.65689891e-06, 'Travel&Transportation': 1.215594796e-06}
 Crowds of pro-independence Chechens greeted a newly-signed peace deal by singing , dancing and firing guns in the air on Saturday , but the celebrations held a trace of uncertainty .,{'MISC': 0.000334856395422, 'PER': 4.0352669886e-05, 'ORG': 3.4647103961699996e-05, 'Insurance': 1.7809859329999996e-05, 'LOC': 1.4752192710299999e-05, 'BankCharges': 1.2316604799999999e-05, 'SoftwareSubscription': 7.80807127e-06, 'VehiclesGas': 6.55289173e-06, 'Catering': 5.14146175e-06, 'Unknown': 4.6245563200000005e-06, 'Meals&Entertainment': 3.35231647e-06, 'Advertising': 1.86446764e-06, 'FreightCharge': 1.2857807299999998e-06, 'OfficeExpense': 1.24928613e-06, 'SmallEquipment': 7.66250587e-07, 'VehicleRepairs': 6.2952588e-07, 'Clothing&Hair&Makeup': 4.4265529600000006e-07, 'Postage': 3.76326438e-07, 'Telephone': 3.57861568e-07, 'Travel&Transportation': 3.0977129999999995e-07}
 More than a thousand women , children and men gathered in a field to the north of the town of Urus-Martan on Saturday to wait for a column of rebels to withdraw from the capital Grozny about 25 km ( 12 miles ) away .,{'MISC': 0.0007347423089850001, 'ORG': 0.00026647254083, 'Insurance': 9.69793412e-05, 'LOC': 6.915893913000001e-05, 'BankCharges': 2.01664437e-05, 'Catering': 1.8988476700000002e-05, 'Unknown': 1.76361694e-05, 'SoftwareSubscription': 1.5459193100000002e-05, 'PER': 1.2942373985e-05, 'VehiclesGas': 1.24295473e-05, 'Meals&Entertainment': 9.98597455e-06, 'OfficeExpense': 4.74901987e-06, 'VehicleRepairs': 4.67930446e-06, 'FreightCharge': 4.5395651e-06, 'Advertising': 4.19577464e-06, 'SmallEquipment': 3.6230733499999998e-06, 'Clothing&Hair&Makeup': 2.6193984300000003e-06, 'Postage': 2.27112946e-06, 'Telephone': 1.69200087e-06, 'Travel&Transportation': 1.4773715599999998e-06}
 The men fired weapons into the air as groups of women danced .,{'MISC': 0.006333403566519999, 'ORG': 0.00081115434873, 'Insurance': 0.00021780243295000003, 'BankCharges': 0.000150449836, 'PER': 8.364666752999999e-05, 'LOC': 5.8512204758e-05, 'Unknown': 3.69256949e-05, 'Catering': 2.0251407e-05, 'VehiclesGas': 1.639395174e-05, 'SoftwareSubscription': 1.435383243e-05, 'Advertising': 8.523126199999999e-06, 'SmallEquipment': 7.96076228e-06, 'Meals&Entertainment': 7.29422108e-06, 'VehicleRepairs': 7.07802511e-06, 'FreightCharge': 4.15746393e-06, 'Clothing&Hair&Makeup': 4.0109657199999995e-06, 'Postage': 2.399933105e-06, 'OfficeExpense': 1.76160878e-06, 'Telephone': 1.45296632e-06, 'Travel&Transportation': 1.3573479739999999e-06}
 Adults in the crowd carried posters of former Chechen leader Dzhokhar Dudayev -- who declared independence in 1991 -- and children , carrying photographs of him , called " Troops out ! ",{'MISC': 0.00080483493108, 'Insurance': 3.077780115e-05, 'BankCharges': 2.6685329499999997e-05, 'PER': 2.02549457195e-05, 'ORG': 1.8635606765999997e-05, 'Unknown': 9.953296299999999e-06, 'LOC': 5.8881004578999995e-06, 'VehiclesGas': 4.74022611e-06, 'SoftwareSubscription': 4.401225856e-06, 'Meals&Entertainment': 4.380426844e-06, 'Catering': 4.284266600000001e-06, 'Advertising': 2.3680397e-06, 'SmallEquipment': 1.333406666e-06, 'FreightCharge': 1.1920287800000002e-06, 'Clothing&Hair&Makeup': 1.09403334e-06, 'VehicleRepairs': 8.61749907e-07, 'OfficeExpense': 5.66119957e-07, 'Postage': 5.29070377e-07, 'Telephone': 3.84451405e-07, 'Travel&Transportation': 3.76819954e-07}
 .,{'MISC': 0.00267229105339, 'ORG': 0.00036691138706, 'LOC': 0.00012799588164, 'Insurance': 7.224045813e-05, 'BankCharges': 4.2233420799999995e-05, 'PER': 3.6331711742999995e-05, 'Unknown': 1.70691489e-05, 'SoftwareSubscription': 1.498603214e-05, 'Catering': 1.0861852369999999e-05, 'VehiclesGas': 1.030974635e-05, 'Meals&Entertainment': 4.62092644e-06, 'SmallEquipment': 4.49825264e-06, 'Advertising': 4.4371783300000004e-06, 'FreightCharge': 4.13370571e-06, 'VehicleRepairs': 3.1913115960000004e-06, 'OfficeExpense': 2.2092991099999997e-06, 'Clothing&Hair&Makeup': 2.01556062e-06, 'Postage': 1.7361036029999998e-06, 'Telephone': 1.32787657e-06, 'Travel&Transportation': 9.5235522e-07}
 Russian military officials have expressed fears that the rebels and their supporters will see the deal signed by Russian peace envoy Alexander Lebed in the early hours of Saturday as a military victory for the separatists .,{'MISC': 0.00353802492248225, 'ORG': 0.000211328062653, 'PER': 7.037286312999999e-05, 'LOC': 6.491076237499999e-05, 'Insurance': 2.739136467e-05, 'BankCharges': 2.27029394e-05, 'SoftwareSubscription': 2.09432436e-05, 'VehiclesGas': 7.00060936e-06, 'Unknown': 6.7165261e-06, 'Catering': 4.1358875e-06, 'SmallEquipment': 2.663291372e-06, 'FreightCharge': 2.2852250799999997e-06, 'Advertising': 2.06096821e-06, 'Meals&Entertainment': 1.6618153100000002e-06, 'VehicleRepairs': 1.4235934900000001e-06, 'Clothing&Hair&Makeup': 1.314951775e-06, 'OfficeExpense': 1.2216127e-06, 'Postage': 9.884366810000001e-07, 'Telephone': 4.50860703e-07, 'Travel&Transportation': 2.93818968e-07}
 It involves the withdrawal of Russian troops sent to Chechnya in December 1994 to crush the separatists and a postponement of the issue at the heart of the conflict -- the status of the mainly-Moslem North Caucasus region .,{'ORG': 0.001726493484936, 'LOC': 0.0012698037629999999, 'MISC': 0.000563016040205, 'Insurance': 0.00015963145129999998, 'BankCharges': 0.000123763318, 'VehiclesGas': 6.31956297e-05, 'Catering': 5.71895628e-05, 'PER': 2.2875890099e-05, 'VehicleRepairs': 2.09998756e-05, 'SmallEquipment': 1.4572944000000001e-05, 'Unknown': 8.5540598e-06, 'OfficeExpense': 8.283722369999999e-06, 'Postage': 7.98417109e-06, 'FreightCharge': 7.765448e-06, 'Meals&Entertainment': 7.23476677e-06, 'Advertising': 6.02799671e-06, 'Clothing&Hair&Makeup': 3.85513306e-06, 'Telephone': 3.39105022e-06, 'SoftwareSubscription': 3.2066721699999998e-06, 'Travel&Transportation': 2.202529084e-06}
 But the people in the crowd on Saturday , who had turned out in support of the rebels , did not seem sure that the war was over .,{'MISC': 0.00332099123128, 'Insurance': 0.002210533179, 'Unknown': 0.00098199358, 'BankCharges': 0.00039141633599999997, 'SoftwareSubscription': 0.0003698142897, 'Advertising': 0.00030911384469999996, 'ORG': 0.00029433477766, 'Postage': 0.0002207339722, 'FreightCharge': 0.000170819653, 'OfficeExpense': 0.000136222529, 'Clothing&Hair&Makeup': 0.0001012645445, 'SmallEquipment': 9.464944160000001e-05, 'Meals&Entertainment': 8.297209701e-05, 'Telephone': 7.22208857e-05, 'LOC': 4.9434753974999996e-05, 'Travel&Transportation': 4.01223588e-05, 'Catering': 3.8058648299999995e-05, 'VehicleRepairs': 3.033709864e-05, 'VehiclesGas': 2.855010704e-05, 'PER': 2.0711895318e-05}
 " We hope for the best , that it really has ended so we can live in peace .,{'PER': 0.07521024584000001, 'Insurance': 0.00931628616, 'MISC': 0.0043220946854, 'SoftwareSubscription': 0.004274831339999999, 'Clothing&Hair&Makeup': 0.00379391704, 'VehiclesGas': 0.003371926915, 'LOC': 0.0025857934591, 'Unknown': 0.0021229925100000003, 'BankCharges': 0.00180112166, 'Meals&Entertainment': 0.0016368827599999999, 'Advertising': 0.00160376747, 'FreightCharge': 0.0007144384, 'ORG': 0.000683777538044, 'VehicleRepairs': 0.000572415074, 'Postage': 0.00044488715600000007, 'Catering': 0.000390438923, 'Telephone': 0.000343317892, 'OfficeExpense': 0.000337181995, 'Travel&Transportation': 0.0003338463236, 'SmallEquipment': 0.00012146890960000001}
 It 's our only dream , " said a 30-year-old woman , Mubatik Dagayeva .,{'PER': 0.33792683389962, 'LOC': 0.31044277881210003, 'MISC': 0.030242226502144004, 'VehiclesGas': 0.002923457694, 'ORG': 0.0025878328771961, 'BankCharges': 0.0010872231560000003, 'Unknown': 0.000345860001, 'FreightCharge': 0.0002904330671, 'Clothing&Hair&Makeup': 0.00025434750449999997, 'SoftwareSubscription': 0.00017564240940000004, 'Meals&Entertainment': 0.00014248116292, 'Catering': 0.00011794968865, 'Telephone': 0.00010176599069999998, 'VehicleRepairs': 8.054029900000001e-05, 'Advertising': 6.41138953e-05, 'Insurance': 4.5990602400000005e-05, 'Travel&Transportation': 3.07070036e-05, 'SmallEquipment': 2.194656089e-05, 'OfficeExpense': 1.937000746e-05, 'Postage': 1.85048103e-05}
 Aiza Dudayeva , with her 10-year-old son beside her , shared the guarded optimism . ",{'MISC': 0.00035531461338, 'ORG': 0.00012333811368714001, 'Insurance': 5.332981484e-05, 'BankCharges': 3.93483875e-05, 'LOC': 2.7927807614e-05, 'PER': 2.4466292299999996e-05, 'Unknown': 1.3621529199999999e-05, 'VehiclesGas': 1.267730486e-05, 'Catering': 4.84473505e-06, 'SoftwareSubscription': 3.64825618e-06, 'Advertising': 3.15342317e-06, 'Meals&Entertainment': 2.99339798e-06, 'Clothing&Hair&Makeup': 2.7754246199999997e-06, 'SmallEquipment': 2.31780333e-06, 'VehicleRepairs': 2.25189566e-06, 'FreightCharge': 1.34904724e-06, 'OfficeExpense': 1.24286743e-06, 'Telephone': 1.1370245499999998e-06, 'Postage': 1.10657442e-06, 'Travel&Transportation': 1.019880257e-06}
 We really want the war to end , we hope and believe that our sons and brothers will win , " said Dudayeva , adding that she was from Urus-Martan .,{'LOC': 0.9814569015000001, 'ORG': 0.01449252163, 'MISC': 0.0032598582480000003, 'PER': 0.0003534581846, 'Catering': 0.00012703045250000002, 'VehiclesGas': 0.00011343621600000001, 'VehicleRepairs': 4.01378273e-05, 'Insurance': 1.73128706e-05, 'SoftwareSubscription': 9.34924076e-06, 'Travel&Transportation': 8.30928447e-06, 'SmallEquipment': 6.68984583e-06, 'BankCharges': 6.2910161e-06, 'Clothing&Hair&Makeup': 6.2571523399999995e-06, 'FreightCharge': 5.9910399e-06, 'Meals&Entertainment': 5.196838670000001e-06, 'Postage': 4.83415708e-06, 'Advertising': 4.812759025e-06, 'Telephone': 2.96396797e-06, 'OfficeExpense': 2.73574246e-06, 'Unknown': 1.9396886800000003e-06}
 Urus-Martan is a traditionally anti-separatist pocket in Chechnya and Moscow-backed leader Doku Zavgayev , who has been sidelined in the peace deal , has warned that it and places like it could become centres of civil war if Russian troops leave .,{'PER': 0.7115672083, 'LOC': 0.1872422714, 'MISC': 0.059043313099999994, 'ORG': 0.037984967999999994, 'Catering': 0.0007109294919999999, 'VehiclesGas': 0.00040041058699999996, 'VehicleRepairs': 0.000307506484, 'BankCharges': 0.00030227844999999995, 'Insurance': 0.00028834454, 'Travel&Transportation': 0.0002383341015, 'Telephone': 0.00018045968500000003, 'FreightCharge': 0.00015999878869999999, 'Clothing&Hair&Makeup': 0.0001509941148, 'OfficeExpense': 0.0001301337871, 'SmallEquipment': 0.00012590832729999997, 'Postage': 0.000121743167, 'SoftwareSubscription': 9.90680932e-05, 'Meals&Entertainment': 8.03668562e-05, 'Advertising': 8.02849431e-05, 'Unknown': 5.0326141e-05}
 But on Saturday the people gathered just outside the town seemed to be united in favour of the separatists .,{'MISC': 0.0020615229025287, 'PER': 0.000369274739659, 'ORG': 9.882461296159999e-05, 'LOC': 8.9396108203e-05, 'Insurance': 1.637121854e-05, 'SoftwareSubscription': 1.341640444e-05, 'Unknown': 4.94164407e-06, 'VehiclesGas': 3.53420314e-06, 'BankCharges': 3.5129452199999996e-06, 'Advertising': 3.4892262900000003e-06, 'Meals&Entertainment': 1.94732728e-06, 'Travel&Transportation': 1.129423202e-06, 'VehicleRepairs': 1.0011835815e-06, 'Catering': 9.445574300000001e-07, 'FreightCharge': 7.3489452e-07, 'Postage': 7.297720969999999e-07, 'OfficeExpense': 7.293424499999999e-07, 'Telephone': 6.20580133e-07, 'Clothing&Hair&Makeup': 4.5150848919999996e-07, 'SmallEquipment': 4.203599613e-07}
 Two columns of rebels appeared in jeeps and cars , firing their guns in the air , as the crowd rushed towards them .,{'LOC': 0.9942243677, 'ORG': 0.00438511152, 'MISC': 0.001256723812, 'PER': 4.85868602e-05, 'Catering': 1.8831565249999998e-05, 'SoftwareSubscription': 1.195783126e-05, 'VehiclesGas': 9.5531086e-06, 'SmallEquipment': 5.3331001e-06, 'Meals&Entertainment': 5.1128671899999996e-06, 'OfficeExpense': 4.706443e-06, 'FreightCharge': 4.64349313e-06, 'Postage': 3.7587651000000004e-06, 'Travel&Transportation': 3.7154904e-06, 'Clothing&Hair&Makeup': 3.16533256e-06, 'Advertising': 2.67968239e-06, 'VehicleRepairs': 2.58226355e-06, 'Insurance': 2.4073305099999997e-06, 'Telephone': 1.8014531200000002e-06, 'BankCharges': 4.19852582e-07, 'Unknown': 3.1643323e-07}
 Mouldi Mamatuyev , in his late 20 's , dressed in black and carrying a machine gun , was welcomed by his mother and sister .,{'MISC': 0.06272248536509999, 'SoftwareSubscription': 0.012284942616, 'Insurance': 0.006200403732, 'LOC': 0.004560191131499999, 'FreightCharge': 0.004469367050000001, 'Advertising': 0.00438590108, 'BankCharges': 0.0019950256299999997, 'VehiclesGas': 0.001865777736, 'Unknown': 0.00149663795, 'PER': 0.00139639711114, 'Clothing&Hair&Makeup': 0.0011376753120000002, 'Meals&Entertainment': 0.000836179066, 'OfficeExpense': 0.0008136615634999999, 'Catering': 0.000715660348, 'Travel&Transportation': 0.0007038772010000001, 'Telephone': 0.000649630878, 'ORG': 0.0004684414033, 'VehicleRepairs': 0.00030676168700000003, 'SmallEquipment': 0.000196476597, 'Postage': 0.000152959635}
 " Two sons have come back , " said his mother Nurbika Mamatuyeva . ",{'MISC': 0.000889694419768, 'LOC': 0.00058376812425, 'ORG': 0.00035854408363999996, 'Insurance': 0.00025379562170000004, 'Unknown': 4.48052801e-05, 'Catering': 3.782679993e-05, 'PER': 3.2662385911999995e-05, 'Meals&Entertainment': 2.7660080894999998e-05, 'BankCharges': 2.3906836340000002e-05, 'VehiclesGas': 2.0405970395e-05, 'SmallEquipment': 1.5030050375999999e-05, 'SoftwareSubscription': 8.740120199999999e-06, 'VehicleRepairs': 8.734387784e-06, 'Clothing&Hair&Makeup': 8.04459925e-06, 'Travel&Transportation': 7.562665313e-06, 'Postage': 6.980630537000001e-06, 'FreightCharge': 5.41162315e-06, 'Advertising': 4.0039241500000005e-06, 'OfficeExpense': 2.41295448e-06, 'Telephone': 1.558648178e-06}
 It 's the end .,{'ORG': 0.0025478355501999997, 'MISC': 0.002396218880262, 'Insurance': 0.00015383294509999998, 'LOC': 7.26435376e-05, 'BankCharges': 4.05988436e-05, 'PER': 2.187326403e-05, 'Unknown': 2.1600441699999997e-05, 'VehiclesGas': 8.06971041e-06, 'VehicleRepairs': 7.1592151399999994e-06, 'Catering': 6.77410581e-06, 'SoftwareSubscription': 6.2812886000000005e-06, 'Advertising': 6.249932619999999e-06, 'SmallEquipment': 4.863670690000001e-06, 'Postage': 3.71988255e-06, 'Meals&Entertainment': 3.51032953e-06, 'OfficeExpense': 2.89927722e-06, 'FreightCharge': 2.69598932e-06, 'Telephone': 2.54057643e-06, 'Clothing&Hair&Makeup': 1.96070519e-06, 'Travel&Transportation': 1.3887197300000001e-06}
